objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho038,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-8/,Dr. Kleyn Knows His Beer; He Was Brewery Chemist,application/pdf,"Dr. John G. Kleyn, a student at the Microbiology Institute at North Carolina College, was an Associate Professor of Biology who had a background in yeast research and a special interest in improving beer production. He began teaching in 1965 and found it a fulfilling and stimulating job.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,brewery;chemist,"Durham, NC",http://digitalnc.org/,1968.07.29.8.Dr. Kleyn_Knows_His_Beer;_He_Was_Brewery_Chemist,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho039,https://newspapers.digitalnc.org/lccn/2015236599/1968-07-29/ed-1/seq-8/,Speech and Hearing Institute Held Here,application/pdf,"North Carolina College hosted a Speech and Hearing Institute for Teachers. It included talks, demonstrations, and discussions led by experts, with Mrs. M. B. Lucas as the director and Marcus H. Boulware, Ph.D, as the consultant, talking about things like language development and speech techniques.",NCCU The Campus Echo,1968.07.29,single-page; newspaper,speech;hearing;institure,"Durham, NC",http://digitalnc.org/,1968.07.29.8.Speech_and_Hearing_Institute_Held_Here,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho040,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1/,Religous Clubs Endorse Boycott,application/pdf,Religous groups of their program planning to endorse boycotting of the stores in Durham. They chose to stand outside with literature and give shoppers alternative stores to shop at. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,fuller;rally,"Durham, NC",http://digitalnc.org/,1968.09.30.1.Religous_Clubs_Endorse_Boycott,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho041,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,Fuller Speaks At NCC Rally,application/pdf,Fuller speaks to the university. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,alumni;honor;riddick,"Durham, NC",http://digitalnc.org/,1968.09.30.1.Fuller_Speaks_At_NCC_Rally,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho042,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,"Alumni, College Honor Riddick",application/pdf,Riddrick was honored and spoke high of his college career. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,meeting;october,"Durham, NC",http://digitalnc.org/,1968.09.30.1.Alumni_College_Honor_Riddick,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho043,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,South African Lecture Slated,application/pdf,Ntalabati spoke at Central and won the nobel peace prize ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,south;african;lecture,"Durham, NC",http://digitalnc.org/,1968.09.30.1.South_African_Lecture_Slated,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho044,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,Urban Meeting Set For October 4-5,application/pdf,"The Federal agencies repre­ sentatives will be available to talk with all students who are interested in governmental em­ ployment, and will maintain booths and informational desks",NCCU The Campus Echo,1968.09.30,single-page; newspaper,urban;meeting;october,"Durham, NC",http://digitalnc.org/,1968.09.30.1.Urban_Meeting_Set_For_October_4-5,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho045,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-1.pdf,34 Recuiter To Visit In October,application/pdf,34 men most in different working field recuirting ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,recuiter;visit;october,"Durham, NC",http://digitalnc.org/,1968.09.30.1.Recuiter_To_Visit_In_October,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho046,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,Welcome to the Land Of Eagles,application/pdf,Welcoming people to Central encouraging people to get involved on campus,NCCU The Campus Echo,1968.09.30,single-page; newspaper,student;inveentor,"Durham, NC",http://digitalnc.org/,1968.09.30.2.Welcome_to_the_Land_Of_Eagles,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho047,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,What in Blazes NCC,application/pdf,Speaking on the Mayo Classic and how they should have won. ,NCCU The Campus Echo,1968.09.30,single-page; newspaper,speech;hearing;institure,"Durham, NC",http://digitalnc.org/,1968.09.30.2.What_in_Blazes_NCC,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho048,https://newspapers.digitalnc.org/lccn/2015236599/1968-09-30/ed-1/seq-2/#words=BLAZES+WHAT,Political Outlook viewed By Wyatt,application/pdf,,NCCU The Campus Echo,1968.09.30,single-page; newspaper,faculty;promotions,"Durham, NC",http://digitalnc.org/,1968.09.30.2.Political_Outlook_Viewed_by_Wyatt,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
